Group,Contrast,Correlation,Energy,Homogeneity,LBP_Entropy,Gabor_Mean,Wavelet_Energy
Generic,439.0916397691706,0.9098224975726058,0.013231700136916094,0.10957421283449985,5.0264807244961,50.33528564453125,8.2750439453125
Generic,1465.8797527400839,0.8190819475754147,0.009814392130471252,0.06084251141159212,4.840443552234681,85.07888671875,16.068072916666665
Generic,1736.4200508607194,0.781660729919491,0.010893059951624156,0.057416672041026205,4.6012141272115255,81.26338216145834,18.145279947916666
Generic,1078.7060260238907,0.8677829760785384,0.008506820021442395,0.08364486406697157,4.680519320130337,65.60716833475298,12.354506802721088
Generic,1497.6928247653584,0.7342336790389966,0.0076214862571444214,0.0597226182625058,4.922743390096143,85.07152629897786,13.679862882653062
Generic,1896.6313119457484,0.7381395710575485,0.010089792331353764,0.10587461887294448,4.879701575119318,86.35499674479166,10.347962239583333
Generic,1923.04765625,0.7748236176923508,0.009581673312103273,0.06449181208772278,4.9013828917353806,83.05984704332553,16.753081191588784
Generic,344.3041104264476,0.9747461606921738,0.022711696793135523,0.1839111686845732,5.032743177306198,46.68716064453125,5.272724609375
Generic,1186.6335236710963,0.9032278426181469,0.02118248211444033,0.17688872521250232,4.842093013650007,49.87151482172471,10.033195364238411
Generic,1106.167776799687,0.8670234048956554,0.008830648829675835,0.08393893312576867,4.941659483443699,74.66981201171875,12.257353515625
Generic,672.4814822965573,0.8915511041996457,0.010895223507198522,0.10457513580357146,5.000046526269155,56.7221923828125,9.3619677734375
Generic,783.932592245436,0.8292439287252835,0.01379662989864652,0.12143296505313077,5.065697887438561,66.14092327057793,7.274606643356643
Generic,986.5245729003652,0.8057801747596438,0.008216217957085273,0.056167224500998744,4.855087816359518,76.64498372395833,12.852513020833333
Generic,1695.9066642745306,0.6708233041710713,0.010104003303033042,0.06418049129694484,4.5781787002711,78.21174479166666,19.63548828125
Generic,2143.0364690198808,0.652546000055356,0.00777374140955191,0.06428134580574422,4.747958052751206,88.84805555555556,20.313685344827586
Generic,1359.975691544885,0.8092413263520744,0.007385911871734574,0.06360867857030236,4.873909955369167,76.09595703125,14.598606770833333
Generic,1465.9218456572771,0.816979377254956,0.010267086787500681,0.10516038098753411,5.264240415184541,73.180166015625,9.0327197265625
Generic,1020.8627249608762,0.8454133553891947,0.06720832096220178,0.18788258720056517,4.763777025867153,72.56005208333333,11.064733072916667
Generic,1027.0982478463718,0.7836689309561797,0.008352798471894587,0.0634815810383737,4.822531043588309,73.780859375,13.416552278037383
Generic,741.4440972222222,0.8916734903011184,0.01700567749199753,0.1490460537312927,4.900744327528538,51.32803466796875,7.48892578125
Generic,1200.7164992559522,0.8687875312297962,0.019706361222586115,0.11946047346654183,4.500131281767032,41.271270161290325,11.131440677966102
Generic,545.079452758216,0.9263066550266575,0.010224086899620378,0.1096629034070522,5.110049985376697,70.4477294921875,7.2268310546875
Generic,1353.302611502347,0.588313778670865,0.010326008463274444,0.052331212657476964,4.507855157443854,59.30107747395834,16.538411458333332
Generic,845.8193759780909,0.9310236067647641,0.012382718920492513,0.13966826206468821,4.822576658354131,51.14782958984375,7.0854443359375
Generic,872.0561869496682,0.8822027210675977,0.010019311353907592,0.09311254733326149,4.44398567139285,34.28340448542805,10.801477272727272
Generic,1255.9389866979654,0.7535413141355158,0.007740942888284711,0.05245872952392969,4.669687831063068,69.44027669270834,15.9478515625
Generic,1313.775584409233,0.9052807774119388,0.0285425815633052,0.14759373798331318,4.805265618186494,64.72684814453125,11.37703125
Generic,472.65718898432584,0.9284482601654899,0.011829905268837088,0.14830171355077737,5.0240866775231225,43.28181293936731,6.492384868421053
Generic,1841.7695232289527,0.6678618164751687,0.009648789731429205,0.09659648618482572,4.8048254477707015,58.06401767418033,16.42130507172131
Generic,674.2808647727574,0.9053133674442025,0.01563028212445372,0.12182854664022517,4.958581975230705,61.83788397920605,8.329262971698114
Generic,2573.5745843114246,0.771710201125531,0.015325003568880894,0.08892825421792652,4.710222792475538,71.8578076171875,18.5000439453125
Generic,1714.9830694927946,0.8185118802957101,0.013962485779011847,0.08438582412047149,4.857994481932756,84.5421839569161,15.217724830316742
Generic,2933.218942357851,0.6787566883108683,0.006712142691029151,0.05827941621264457,4.674169630545112,88.78840169270833,20.71115234375
Generic,1751.9756333137716,0.8640466777624999,0.01709385340735016,0.14805577301048084,4.433543692622982,52.40678955078125,12.484267578125
Generic,951.5632610768776,0.8236037964848254,0.015145003621219224,0.13511904969990612,4.822316534516287,68.03990783691407,8.490167236328125
Generic,3077.2241995765444,0.7063735105723334,0.14945907940619296,0.20658445025435504,4.2390135950320325,81.88865073529412,23.455509096244132
Generic,825.7686627702724,0.9301684299053224,0.019579837211406537,0.1893979221849802,4.898102730123166,54.34388392857143,7.305019132653062
Generic,1761.9034257629105,0.78215547302688,0.007775282214688942,0.06317066452173907,5.0906128629304614,91.73971018735362,15.787280957943926
Generic,984.3742599113198,0.8088635348809428,0.008808499766817125,0.08772666632268827,4.935795171710312,67.68291666666667,12.429915364583334
Generic,997.639727447411,0.8910175553074532,0.008840078970563894,0.07807016805252176,4.737103000844146,55.71149787964459,11.957515120967741
